id,items
970,"['eggs', 'champagne']"
971,"['whole wheat pasta', 'olive oil', 'escalope', 'ground beef', 'blueberries']"
972,"['red wine', 'mineral water', 'eggs', 'tomato juice', 'burgers', 'carrots', 'hand protein bar', 'oil']"
973,"['soup', 'mineral water', 'herb & pepper', 'olive oil', 'chocolate', 'grated cheese']"
974,"['mineral water', 'cake', 'frozen smoothie', 'fromage blanc', 'eggs', 'shrimp', 'salmon', 'strawberries', 'burgers', 'chicken']"
975,['green tea']
976,['cookies']
977,"['cookies', 'french fries']"
978,"['eggs', 'milk', 'butter']"
979,"['eggs', 'mushroom cream sauce', 'low fat yogurt']"
980,"['eggs', 'green tea']"
981,"['mineral water', 'whole wheat rice']"
982,"['mineral water', 'whole wheat rice', 'cake', 'shrimp', 'parmesan cheese', 'frozen vegetables']"
983,"['pancakes', 'whole wheat rice']"
984,"['cauliflower', 'spaghetti', 'frozen smoothie', 'salmon', 'olive oil', 'butter', 'cooking oil', 'oil', 'frozen vegetables']"
985,['green tea']
986,"['eggs', 'escalope', 'strawberries', 'fresh tuna']"
987,"['soup', 'spaghetti', 'chocolate', 'milk', 'carrots']"
988,"['soup', 'mineral water', 'olive oil', 'meatballs', 'burgers']"
989,"['mineral water', 'low fat yogurt', 'french fries', 'cookies', 'grated cheese', 'cooking oil']"
990,"['shrimp', 'olive oil', 'milk', 'french fries']"
991,"['mineral water', 'cake', 'pancakes', 'tomato juice', 'frozen vegetables']"
992,"['chicken', 'spaghetti', 'milk']"
993,"['mineral water', 'pancakes', 'cottage cheese', 'french fries', 'chicken', 'grated cheese']"
994,"['mineral water', 'mint', 'eggs', 'ground beef', 'milk']"
995,"['shrimp', 'green tea', 'body spray']"
996,['frozen smoothie']
997,"['mineral water', 'cereals', 'herb & pepper', 'muffins', 'frozen vegetables']"
998,"['spaghetti', 'cake', 'honey', 'eggs', 'turkey', 'tomato juice', 'brownies', 'tomatoes', 'green tea', 'milk', 'french fries', 'cider']"
999,"['red wine', 'spaghetti', 'whole wheat rice', 'herb & pepper', 'eggs', 'escalope', 'chocolate', 'french fries', 'cookies']"
1000,['green tea']
1001,"['spaghetti', 'cereals', 'hot dogs', 'ground beef', 'brownies', 'green tea', 'extra dark chocolate', 'chicken', 'grated cheese']"
1002,"['flax seed', 'escalope', 'chocolate', 'champagne']"
1003,"['low fat yogurt', 'mushroom cream sauce', 'escalope', 'chocolate']"
1004,"['cereals', 'pancakes', 'burgers', 'ham', 'chocolate']"
1005,"['mint', 'escalope']"
1006,"['spaghetti', 'cake', 'energy drink', 'eggs', 'pancakes', 'parmesan cheese', 'chocolate', 'french fries', 'grated cheese']"
1007,"['spaghetti', 'mineral water', 'cereals', 'hot dogs', 'pickles', 'olive oil', 'french fries', 'cooking oil']"
1008,"['mineral water', 'ground beef', 'spinach', 'milk']"
1009,"['pancakes', 'green tea', 'melons']"
1010,"['energy drink', 'pancakes', 'melons', 'green tea']"
1011,"['chocolate', 'french fries']"
1012,['magazines']
1013,"['spaghetti', 'frozen smoothie', 'eggs', 'chocolate', 'green tea', 'cookies']"
1014,['mineral water']
1015,"['mineral water', 'whole wheat rice', 'cake', 'honey', 'salmon', 'olive oil', 'burgers', 'ham', 'chocolate', 'green tea', 'green grapes', 'grated cheese']"
1016,"['bacon', 'eggs', 'burgers', 'green tea', 'cookies']"
1017,"['almonds', 'soda', 'pancakes', 'frozen vegetables']"
1018,"['herb & pepper', 'low fat yogurt', 'clothes accessories', 'turkey', 'chocolate', 'tomatoes', 'cottage cheese', 'milk', 'frozen vegetables']"
1019,"['spinach', 'mint']"
1020,"['yams', 'turkey', 'burgers', 'french fries']"
1021,"['soda', 'spaghetti', 'turkey']"
1022,"['energy bar', 'spaghetti', 'whole wheat rice', 'cereals', 'tomato sauce', 'olive oil', 'ground beef', 'chocolate', 'tomatoes', 'green tea', 'milk', 'avocado', 'frozen vegetables']"
1023,"['fresh bread', 'spaghetti', 'mineral water', 'white wine', 'zucchini', 'tomatoes', 'frozen vegetables']"
1024,['escalope']
1025,"['cake', 'eggs', 'shrimp', 'parmesan cheese', 'green tea', 'french fries']"
1026,"['hot dogs', 'low fat yogurt', 'bacon', 'whole wheat pasta', 'salmon', 'chocolate']"
1027,['grated cheese']
1028,['eggs']
1029,['chocolate']
1030,"['mineral water', 'cake', 'pet food', 'fromage blanc', 'mayonnaise', 'burgers', 'green tea', 'milk', 'sparkling water', 'cooking oil', 'frozen vegetables']"
1031,"['spinach', 'french fries', 'chocolate']"
1032,"['frozen smoothie', 'whole weat flour', 'avocado', 'frozen vegetables']"
1033,['escalope']
1034,['escalope']
1035,"['eggs', 'whole wheat rice']"
1036,"['mineral water', 'shrimp', 'green tea', 'frozen vegetables']"
1037,"['hand protein bar', 'milk']"
1038,"['hand protein bar', 'french fries']"
1039,['cookies']
1040,"['burgers', 'spaghetti', 'mineral water']"
1041,"['soup', 'mineral water', 'asparagus', 'honey', 'eggs', 'olive oil', 'ground beef', 'french fries', 'green beans', 'grated cheese']"
1042,['pet food']
1043,"['mineral water', 'cake', 'frozen smoothie', 'turkey', 'burgers', 'chocolate', 'milk', 'french fries', 'chicken', 'frozen vegetables']"
1044,"['low fat yogurt', 'shampoo', 'oil']"
1045,"['red wine', 'spaghetti', 'eggs', 'chocolate', 'green tea']"
1046,"['herb & pepper', 'eggs', 'pancakes', 'light cream', 'light mayo']"
1047,"['strawberries', 'butter', 'chocolate', 'green tea', 'french fries', 'cookies', 'avocado', 'hand protein bar']"
1048,"['spaghetti', 'pancakes', 'shrimp', 'cookies', 'grated cheese', 'cooking oil']"
1049,"['soup', 'low fat yogurt', 'light cream', 'olive oil', 'extra dark chocolate']"
1050,"['chocolate', 'mushroom cream sauce']"
1051,['olive oil']
1052,"['energy bar', 'frozen smoothie', 'pancakes', 'olive oil']"
1053,['pancakes']
1054,"['yogurt cake', 'mineral water', 'salmon']"
1055,"['soup', 'mineral water', 'herb & pepper', 'cake', 'eggs', 'grated cheese']"
1056,"['eggs', 'brownies']"
1057,"['spaghetti', 'mineral water', 'cereals', 'french wine', 'strong cheese', 'shrimp', 'eggs', 'light cream', 'milk']"
1058,"['whole wheat rice', 'shrimp', 'rice', 'milk']"
1059,"['yogurt cake', 'low fat yogurt', 'pancakes', 'green tea', 'french fries']"
1060,"['eggs', 'chicken']"
1061,['french fries']
1062,['nonfat milk']
1063,"['spaghetti', 'mineral water', 'hot dogs', 'ground beef', 'burgers', 'ham', 'chocolate', 'bug spray']"
1064,"['spaghetti', 'herb & pepper', 'honey', 'whole wheat pasta', 'green tea']"
1065,"['vegetables mix', 'mineral water', 'french wine', 'eggs', 'escalope', 'salad', 'rice', 'extra dark chocolate', 'chili', 'green beans', 'fresh tuna']"
1066,"['spaghetti', 'mineral water', 'honey', 'tomato sauce', 'tomato juice', 'chocolate', 'green tea', 'champagne', 'cooking oil']"
1067,"['parmesan cheese', 'ground beef']"
1068,"['mineral water', 'pancakes', 'strawberries', 'tomatoes', 'frozen vegetables']"
1069,"['spaghetti', 'mineral water', 'hot dogs', 'pancakes', 'whole wheat pasta', 'ketchup', 'turkey', 'olive oil', 'ham', 'cookies', 'champagne', 'cooking oil', 'frozen vegetables']"
1070,"['spaghetti', 'pepper', 'energy drink', 'eggs', 'pancakes', 'green tea', 'bug spray']"
1071,"['spaghetti', 'low fat yogurt', 'cake', 'eggs', 'shrimp', 'black tea', 'cookies']"
1072,"['red wine', 'cake', 'tomato juice', 'green tea', 'french fries', 'cookies', 'protein bar', 'hand protein bar']"
1073,"['burgers', 'grated cheese']"
1074,"['spaghetti', 'milk', 'ground beef']"
1075,"['salt', 'low fat yogurt', 'oil']"
1076,['cookies']
1077,['low fat yogurt']
1078,"['spaghetti', 'mineral water', 'strawberries', 'ground beef', 'tomatoes', 'cauliflower']"
1079,['green tea']
1080,"['mushroom cream sauce', 'yogurt cake']"
1081,"['antioxydant juice', 'pepper', 'energy drink', 'burger sauce']"
1082,"['spaghetti', 'mineral water', 'whole wheat rice', 'cake', 'eggs', 'pancakes', 'whole wheat pasta', 'turkey', 'black tea', 'green tea']"
1083,"['spaghetti', 'mineral water', 'herb & pepper', 'whole wheat rice', 'honey', 'whole wheat pasta', 'ham', 'tomatoes', 'protein bar', 'chicken', 'frozen vegetables']"
1084,"['mineral water', 'tomato juice', 'escalope', 'eggplant', 'french fries', 'toothpaste']"
1085,"['avocado', 'white wine']"
1086,"['extra dark chocolate', 'red wine', 'whole weat flour']"
1087,"['fresh bread', 'white wine', 'strawberries']"
1088,"['chocolate', 'escalope', 'frozen smoothie']"
1089,"['energy bar', 'cake', 'gluten free bar', 'cottage cheese']"
1090,"['vegetables mix', 'mineral water', 'hot dogs', 'frozen smoothie', 'escalope', 'chocolate', 'green tea', 'milk', 'chicken']"
1091,"['spaghetti', 'pancakes', 'shrimp', 'ketchup', 'parmesan cheese', 'meatballs', 'light cream', 'tomatoes', 'salt', 'milk', 'protein bar', 'avocado', 'chicken', 'oil']"
1092,"['mineral water', 'cereals', 'french wine', 'eggs', 'chocolate', 'salt', 'frozen vegetables']"
1093,"['cereals', 'french fries']"
1094,"['energy bar', 'mineral water', 'cake', 'french fries']"
1095,"['french fries', 'frozen smoothie']"
1096,"['burgers', 'hot dogs', 'milk']"
1097,"['fresh bread', 'mineral water', 'whole wheat rice', 'mint', 'frozen smoothie', 'pancakes', 'olive oil', 'ground beef', 'chocolate', 'black tea', 'milk', 'oatmeal', 'champagne', 'chicken']"
1098,"['spaghetti', 'low fat yogurt', 'whole wheat pasta', 'meatballs', 'french fries', 'milk']"
1099,['spaghetti']
1100,"['escalope', 'ground beef', 'burgers', 'tomatoes']"
1101,"['energy bar', 'champagne', 'chocolate']"
1102,"['ground beef', 'chocolate', 'green tea', 'blueberries', 'burger sauce']"
1103,"['mineral water', 'pancakes', 'milk']"
1104,"['clothes accessories', 'french wine', 'eggs', 'burgers', 'green beans']"
1105,"['mineral water', 'whole wheat rice']"
1106,"['mineral water', 'pepper', 'white wine', 'ground beef', 'chocolate']"
1107,"['spinach', 'shrimp']"
1108,"['hot dogs', 'muffins', 'brownies']"
1109,"['mint', 'frozen smoothie', 'ground beef', 'cottage cheese']"
1110,"['pepper', 'cake', 'honey', 'fresh tuna', 'frozen vegetables', 'salmon', 'mayonnaise', 'parmesan cheese', 'olive oil', 'black tea', 'milk', 'cereals', 'frozen smoothie', 'spaghetti', 'almonds', 'chocolate', 'gums', 'protein bar', 'oil']"
1111,['green tea']
1112,"['vegetables mix', 'hot dogs', 'mushroom cream sauce', 'shrimp', 'cookies']"
1113,['mint']
1114,"['spaghetti', 'pancakes']"
1115,"['honey', 'mineral water', 'cake']"
1116,"['soda', 'pancakes', 'barbecue sauce', 'oil']"
1117,"['spaghetti', 'mineral water', 'cake', 'pancakes', 'chocolate', 'cookies']"
1118,"['chocolate', 'milk', 'clothes accessories']"
1119,"['vegetables mix', 'mineral water', 'low fat yogurt', 'honey', 'energy drink', 'whole weat flour', 'cottage cheese', 'green grapes', 'fresh tuna', 'antioxydant juice', 'salmon', 'tomato juice', 'french fries', 'avocado', 'cereals', 'frozen smoothie', 'green tea', 'spinach', 'oil']"
1120,"['mineral water', 'meatballs', 'strawberries', 'green tea', 'french fries']"
1121,"['shrimp', 'magazines', 'champagne', 'pasta']"
1122,['cookies']
1123,"['whole wheat rice', 'yams', 'turkey', 'brownies', 'cooking oil']"
1124,"['frozen vegetables', 'chocolate', 'green tea', 'light mayo']"
1125,"['turkey', 'escalope']"
1126,['escalope']
1127,"['spaghetti', 'white wine', 'green tea', 'chicken']"
1128,['spinach']
1129,"['chocolate', 'mineral water']"
1130,['cookies']
1131,"['pancakes', 'milk']"
1132,"['vegetables mix', 'antioxydant juice', 'french fries']"
1133,"['chocolate', 'pancakes', 'brownies']"
1134,"['cake', 'gums', 'green tea', 'milk', 'french fries']"
1135,"['mineral water', 'shrimp', 'black tea', 'cookies']"
1136,"['ham', 'milk']"
1137,"['hot dogs', 'salmon', 'ground beef', 'chocolate']"
1138,"['mineral water', 'cake', 'frozen smoothie', 'turkey', 'burgers', 'chocolate', 'avocado']"
1139,"['chicken', 'mint green tea', 'milk']"
1140,"['spaghetti', 'honey', 'sandwich', 'ground beef']"
1141,"['cake', 'eggs', 'milk', 'french fries']"
1142,['oil']
1143,"['eggs', 'whole wheat pasta', 'shrimp', 'parmesan cheese', 'tomatoes', 'black tea', 'green tea', 'oil']"
1144,"['energy bar', 'mineral water', 'herb & pepper', 'pancakes', 'meatballs', 'ground beef', 'whole weat flour', 'milk', 'french fries', 'chicken']"
1145,"['avocado', 'champagne']"
1146,"['soup', 'green tea', 'oatmeal']"
1147,['chocolate']
1148,"['pancakes', 'burgers', 'green tea', 'french fries']"
1149,['tomato sauce']
1150,"['frozen smoothie', 'clothes accessories', 'escalope', 'french fries']"
1151,"['mineral water', 'yams', 'cake', 'mint', 'energy drink', 'tomato juice', 'strawberries', 'chocolate', 'green tea', 'french fries', 'champagne']"
1152,"['energy drink', 'grated cheese', 'turkey']"
1153,"['yogurt cake', 'herb & pepper', 'eggs', 'pancakes', 'pickles', 'brownies', 'green tea', 'cider', 'frozen vegetables']"
1154,['oil']
1155,['soup']
1156,"['tomato sauce', 'mint']"
1157,"['chicken', 'mineral water']"
1158,"['burgers', 'brownies']"
1159,['french fries']
1160,"['mineral water', 'chocolate', 'french fries', 'cookies']"
1161,['chicken']
1162,"['chicken', 'white wine']"
1163,"['spaghetti', 'pancakes', 'cottage cheese', 'green tea', 'champagne', 'light mayo']"
1164,['olive oil']
1165,['milk']
1166,"['spaghetti', 'herb & pepper', 'green tea', 'milk', 'grated cheese']"
1167,"['mineral water', 'french fries']"
1168,['cookies']
1169,"['red wine', 'corn', 'ham', 'green tea']"
1170,['french fries']
1171,['escalope']
1172,"['mineral water', 'milk']"
1173,"['chocolate', 'mineral water']"
1174,['tomatoes']
1175,"['eggs', 'butter', 'grated cheese', 'cooking oil']"
1176,['oil']
1177,"['mineral water', 'green tea']"
1178,"['mineral water', 'cake', 'eggs', 'pancakes', 'ground beef', 'tomatoes', 'green tea']"
1179,"['protein bar', 'green tea', 'ground beef']"
1180,"['soup', 'mineral water', 'avocado', 'fresh tuna']"
1181,"['gluten free bar', 'escalope', 'french fries', 'muffins']"
1182,"['mineral water', 'whole wheat rice', 'burgers', 'french fries']"
1183,['protein bar']
1184,"['salad', 'magazines', 'oil']"
1185,"['fresh bread', 'hot dogs', 'cake', 'energy drink', 'eggs', 'parmesan cheese', 'strawberries', 'spinach', 'tomatoes', 'cottage cheese', 'french fries', 'candy bars', 'champagne', 'muffins', 'frozen vegetables']"
1186,['candy bars']
1187,"['green tea', 'butter']"
1188,"['ham', 'green tea', 'escalope']"
1189,"['soup', 'mineral water', 'dessert wine', 'salmon', 'parmesan cheese', 'olive oil', 'tomatoes', 'extra dark chocolate', 'frozen vegetables']"
1190,"['spaghetti', 'herb & pepper', 'tomato juice', 'escalope', 'ground beef', 'french fries']"
1191,"['whole wheat rice', 'frozen smoothie', 'chocolate', 'grated cheese']"
1192,"['green tea', 'meatballs']"
1193,"['yogurt cake', 'whole wheat rice', 'green tea']"
1194,"['soup', 'low fat yogurt', 'tomato sauce', 'cookies', 'blueberries', 'burger sauce']"
1195,['low fat yogurt']
1196,"['cake', 'escalope', 'cottage cheese', 'green tea', 'chicken']"
1197,"['energy bar', 'pancakes', 'french fries']"
1198,['butter']
1199,"['pancakes', 'whole weat flour', 'green tea', 'rice', 'oatmeal', 'french fries', 'chicken']"
1200,"['eggs', 'mushroom cream sauce', 'pasta']"
1201,['eggs']
1202,"['eggs', 'chocolate']"
1203,"['mineral water', 'whole wheat rice', 'cake', 'burgers']"
1204,"['french wine', 'eggs', 'green tea', 'french fries']"
1205,['cookies']
1206,['cookies']
1207,"['whole wheat rice', 'whole wheat pasta', 'shrimp', 'ham', 'milk', 'chicken', 'frozen vegetables']"
1208,['milk']
1209,"['energy bar', 'mint', 'frozen smoothie', 'eggs', 'milk']"
1210,['hot dogs']
1211,"['salmon', 'frozen vegetables']"
1212,"['spaghetti', 'mineral water', 'whole wheat rice', 'asparagus', 'frozen smoothie', 'eggs', 'shrimp', 'salmon', 'chocolate']"
1213,['eggs']
1214,"['hot dogs', 'olive oil']"
1215,"['mineral water', 'shrimp', 'olive oil', 'meatballs']"
1216,['meatballs']
1217,"['spaghetti', 'mineral water', 'escalope', 'chocolate', 'chili']"
1218,['cookies']
1219,"['french fries', 'frozen smoothie']"
1220,"['mineral water', 'frozen vegetables']"
1221,"['shallot', 'escalope', 'green tea', 'french fries']"
1222,"['spaghetti', 'mineral water', 'salmon', 'fresh tuna']"
1223,['olive oil']
1224,"['mineral water', 'low fat yogurt', 'eggs', 'shrimp', 'chocolate', 'cottage cheese', 'frozen vegetables']"
1225,"['avocado', 'low fat yogurt', 'frozen smoothie']"
1226,"['eggs', 'mineral water']"
1227,['cookies']
1228,"['eggs', 'french fries']"
1229,"['spaghetti', 'frozen smoothie', 'eggs', 'magazines', 'ham']"
1230,"['burgers', 'eggs']"
1231,"['spaghetti', 'white wine', 'cooking oil', 'oil']"
1232,"['fresh bread', 'spaghetti', 'brownies', 'frozen vegetables']"
1233,"['shrimp', 'green tea']"
1234,"['mineral water', 'eggs', 'pancakes', 'olive oil', 'ground beef', 'chocolate', 'milk', 'cooking oil', 'frozen vegetables']"
1235,['corn']
1236,"['flax seed', 'eggs', 'burgers', 'green tea']"
1237,"['spaghetti', 'herb & pepper', 'toothpaste', 'cooking oil']"
1238,"['cookies', 'hot dogs', 'green tea']"
1239,['cookies']
1240,"['eggs', 'brownies', 'green tea', 'french fries']"
1241,"['energy bar', 'mineral water', 'low fat yogurt', 'chocolate']"
1242,"['whole wheat rice', 'mint', 'ground beef']"
1243,['milk']
1244,"['pepper', 'green tea']"
1245,"['red wine', 'eggs', 'shrimp', 'green tea', 'rice', 'frozen vegetables']"
1246,"['fresh bread', 'white wine']"
1247,"['soup', 'spaghetti', 'mineral water', 'low fat yogurt', 'eggs', 'butter', 'chocolate']"
1248,"['mineral water', 'ham', 'spinach', 'french fries', 'protein bar', 'cooking oil']"
1249,['eggs']
1250,"['eggs', 'chocolate', 'french fries', 'milk', 'oatmeal']"
1251,['eggs']
1252,"['eggs', 'spaghetti']"
1253,"['mineral water', 'turkey']"
1254,['low fat yogurt']
1255,"['fresh bread', 'pepper', 'low fat yogurt', 'chocolate', 'blueberries', 'oil']"
1256,"['soup', 'mineral water', 'low fat yogurt', 'pet food', 'eggplant', 'muffins']"
1257,"['low fat yogurt', 'salmon', 'chocolate', 'whole weat flour', 'milk']"
1258,"['olive oil', 'zucchini']"
1259,"['whole wheat rice', 'salmon']"
1260,"['mineral water', 'clothes accessories', 'pancakes', 'shrimp', 'champagne', 'protein bar']"
1261,"['pepper', 'milk', 'oil']"
1262,"['eggs', 'meatballs', 'burgers', 'french fries']"
1263,"['fresh bread', 'spaghetti', 'cake', 'white wine', 'chocolate']"
1264,"['chicken', 'whole wheat rice', 'turkey']"
1265,"['eggs', 'pancakes', 'champagne']"
1266,"['eggs', 'eggplant', 'french fries']"
1267,['escalope']
1268,['brownies']
1269,"['fresh bread', 'green tea', 'flax seed']"
1270,['cookies']
1271,"['spaghetti', 'pepper', 'white wine', 'strawberries', 'ham']"
1272,"['mineral water', 'frozen smoothie', 'salmon', 'cottage cheese']"
1273,"['mineral water', 'herb & pepper', 'yams', 'cake', 'dessert wine', 'tomatoes', 'cooking oil']"
1274,"['fresh bread', 'cereals', 'eggs', 'turkey', 'ground beef', 'barbecue sauce', 'chicken', 'burger sauce']"
1275,"['mineral water', 'eggs', 'light cream', 'chocolate', 'bug spray', 'chicken', 'burger sauce']"
1276,"['spaghetti', 'shrimp', 'turkey', 'fresh tuna']"
1277,"['tomatoes', 'almonds', 'milk']"
1278,"['spaghetti', 'mineral water', 'low fat yogurt', 'eggs', 'white wine', 'ground beef', 'chocolate']"
1279,"['spaghetti', 'tomatoes']"
1280,"['vegetables mix', 'red wine', 'spaghetti', 'mineral water', 'olive oil', 'green tea', 'extra dark chocolate', 'grated cheese']"
1281,"['spaghetti', 'flax seed', 'olive oil', 'bug spray']"
1282,"['cottage cheese', 'green tea', 'cake']"
1283,"['olive oil', 'shampoo', 'burgers', 'tomatoes', 'protein bar']"
1284,"['fromage blanc', 'mushroom cream sauce', 'low fat yogurt']"
1285,['fresh bread']
1286,"['fresh bread', 'mineral water', 'olive oil', 'ham', 'cottage cheese', 'carrots', 'oil']"
1287,['cake']
1288,"['spaghetti', 'mineral water', 'ground beef', 'burgers', 'brownies', 'green tea', 'french fries', 'avocado']"
1289,"['mineral water', 'escalope', 'ground beef', 'tomatoes', 'protein bar', 'muffins']"
1290,['salmon']
1291,"['shrimp', 'green tea', 'frozen vegetables']"
1292,"['spaghetti', 'hot dogs', 'olive oil', 'escalope', 'milk', 'french fries']"
1293,"['turkey', 'strawberries', 'green tea', 'green grapes', 'champagne']"
1294,['burgers']
1295,"['energy bar', 'spaghetti', 'herb & pepper', 'cereals', 'frozen smoothie', 'eggs', 'light cream', 'chocolate', 'milk', 'cooking oil']"
1296,"['fresh bread', 'red wine', 'spaghetti', 'cake', 'olive oil']"
1297,"['mushroom cream sauce', 'escalope', 'chocolate', 'cottage cheese', 'milk', 'chicken', 'cooking oil']"
1298,['energy bar']
1299,['mineral water']
1300,['eggs']
1301,"['chocolate', 'strawberries', 'frozen vegetables']"
1302,"['mineral water', 'olive oil', 'black tea', 'milk', 'light mayo']"
1303,['french fries']
1304,"['energy bar', 'yogurt cake', 'whole wheat rice', 'turkey', 'milk', 'light mayo']"
1305,"['cream', 'burgers', 'cookies', 'chicken']"
1306,['fresh bread']
1307,['milk']
1308,"['tomato sauce', 'oil', 'clothes accessories']"
1309,"['burgers', 'butter']"
1310,"['pancakes', 'milk']"
1311,"['spaghetti', 'grated cheese']"
1312,"['soup', 'barbecue sauce', 'cookies']"
1313,"['fresh bread', 'mineral water', 'whole wheat rice', 'cake', 'frozen smoothie', 'honey', 'whole wheat pasta', 'turkey', 'burgers', 'brownies', 'milk', 'cooking oil']"
1314,"['vegetables mix', 'turkey', 'gums', 'green tea']"
1315,"['soup', 'cake', 'frozen smoothie', 'fromage blanc', 'eggs', 'carrots']"
1316,"['cake', 'frozen smoothie', 'dessert wine', 'burgers', 'toothpaste']"
1317,"['eggplant', 'grated cheese', 'cereals']"
1318,['energy drink']
1319,['muffins']
1320,['energy drink']
1321,"['green tea', 'milk']"
1322,"['salmon', 'green tea']"
1323,"['cookies', 'eggs', 'green tea']"
1324,"['french fries', 'cake']"
1325,"['spaghetti', 'mineral water', 'herb & pepper', 'eggs', 'shrimp', 'light cream', 'ground beef', 'brownies', 'melons', 'salad', 'rice', 'grated cheese', 'oil']"
1326,"['soup', 'chocolate', 'candy bars']"
1327,"['vegetables mix', 'herb & pepper', 'frozen smoothie', 'shrimp', 'white wine', 'olive oil', 'ground beef', 'chocolate', 'brownies', 'milk', 'rice', 'oil']"
1328,"['chocolate', 'milk', 'babies food']"
1329,"['soup', 'fresh bread', 'spaghetti', 'mineral water', 'mint', 'eggs', 'chocolate', 'french fries', 'chicken', 'muffins']"
1330,['protein bar']
1331,"['fresh bread', 'white wine', 'whole weat flour', 'tomatoes', 'green tea']"
1332,"['pancakes', 'green tea']"
1333,"['mushroom cream sauce', 'whole wheat pasta', 'french fries', 'milk', 'frozen vegetables']"
1334,"['chocolate bread', 'hand protein bar']"
1335,"['spaghetti', 'pepper', 'escalope', 'grated cheese']"
1336,"['fresh bread', 'white wine']"
1337,"['eggs', 'spaghetti', 'eggplant']"
1338,"['eggs', 'pancakes', 'butter', 'milk']"
1339,"['tomatoes', 'grated cheese', 'turkey']"
1340,['yogurt cake']
1341,"['burgers', 'honey', 'escalope']"
1342,['oil']
1343,"['escalope', 'tomatoes', 'french fries', 'sparkling water', 'frozen vegetables']"
1344,"['spaghetti', 'shrimp', 'mineral water']"
1345,['fresh bread']
1346,"['eggs', 'mineral water']"
1347,['green tea']
1348,"['low fat yogurt', 'frozen vegetables']"
1349,['cookies']
1350,['escalope']
1351,"['cookies', 'water spray']"
1352,['mashed potato']
1353,"['eggs', 'low fat yogurt', 'cooking oil']"
1354,['cake']
1355,"['avocado', 'mineral water']"
1356,"['spaghetti', 'parmesan cheese', 'ground beef', 'chocolate', 'green tea', 'rice', 'protein bar', 'blueberries', 'cooking oil', 'oil']"
1357,['mineral water']
1358,"['eggs', 'milk']"
1359,"['spaghetti', 'mineral water', 'eggs', 'strawberries', 'ground beef', 'milk', 'toothpaste']"
1360,['cake']
1361,['cookies']
1362,['burgers']
1363,"['spaghetti', 'milk', 'french fries', 'cider', 'frozen vegetables']"
1364,"['mineral water', 'honey', 'shrimp', 'turkey', 'olive oil', 'chocolate', 'frozen vegetables']"
1365,['eggs']
1366,"['spaghetti', 'mineral water', 'turkey', 'tomatoes']"
1367,"['spaghetti', 'low fat yogurt', 'burgers', 'green tea']"
1368,"['eggs', 'mineral water']"
1369,"['cookies', 'mineral water']"
1370,"['mineral water', 'salmon']"
1371,"['spaghetti', 'honey', 'eggs', 'tomato sauce', 'chocolate', 'eggplant', 'tomatoes', 'french fries', 'fresh tuna', 'oil']"
1372,"['mineral water', 'low fat yogurt', 'honey', 'milk']"
1373,"['herb & pepper', 'eggs', 'shrimp', 'light cream', 'chocolate', 'tomatoes', 'milk', 'chili', 'cooking oil']"
1374,"['eggs', 'pancakes', 'french fries']"
1375,"['brownies', 'french fries']"
1376,"['energy bar', 'mineral water', 'low fat yogurt', 'barbecue sauce', 'chocolate', 'milk']"
1377,"['mineral water', 'low fat yogurt', 'honey', 'eggs', 'tomatoes', 'fresh tuna']"
1378,"['soup', 'whole wheat rice', 'bacon', 'ketchup', 'magazines', 'salt', 'milk', 'chicken', 'cooking oil']"
1379,['chocolate']
1380,"['green tea', 'meatballs']"
1381,"['spaghetti', 'grated cheese']"
1382,"['grated cheese', 'pepper', 'green tea']"
1383,"['spaghetti', 'mineral water', 'mint green tea', 'energy drink', 'turkey', 'oil']"
1384,"['chicken', 'french fries']"
1385,"['spaghetti', 'eggs', 'whole wheat pasta', 'ground beef', 'green tea', 'milk', 'frozen vegetables']"
1386,['eggs']
1387,"['spaghetti', 'mineral water', 'low fat yogurt', 'shrimp', 'escalope', 'cooking oil']"
1388,"['whole wheat rice', 'bacon', 'eggs', 'turkey', 'ground beef', 'burgers', 'green tea', 'milk', 'blueberries', 'cooking oil']"
1389,['olive oil']
1390,"['eggs', 'turkey', 'chocolate', 'tomatoes']"
1391,"['mineral water', 'low fat yogurt', 'energy drink', 'shrimp', 'burgers', 'chocolate', 'protein bar', 'pasta', 'frozen vegetables']"
1392,"['energy drink', 'eggs', 'burgers', 'french fries']"
1393,"['almonds', 'eggs', 'green tea', 'french fries', 'cooking oil']"
1394,['light mayo']
1395,"['antioxydant juice', 'whole wheat pasta', 'french fries', 'carrots', 'frozen vegetables']"
1396,"['mineral water', 'whole wheat rice', 'eggs', 'pancakes', 'meatballs', 'tomatoes', 'chicken']"
1397,"['frozen smoothie', 'eggs', 'shrimp', 'parmesan cheese', 'chocolate', 'avocado', 'chicken', 'frozen vegetables']"
1398,"['red wine', 'spaghetti', 'bacon', 'cake', 'pancakes', 'chocolate', 'eggplant', 'tomatoes', 'green tea', 'rice', 'chicken', 'tea', 'cooking oil', 'toothpaste']"
1399,"['soup', 'spaghetti', 'mineral water', 'whole wheat rice', 'pet food', 'eggs', 'chutney', 'green tea', 'cider']"
1400,"['spaghetti', 'low fat yogurt', 'herb & pepper', 'fresh tuna']"
1401,"['eggs', 'fresh tuna']"
1402,"['honey', 'escalope', 'chocolate', 'pasta']"
1403,['fresh bread']
